Key,Chinese,Vietnamese,,
common_day,天,Ngày,,
common_money_unit,元,đồng,,
common_confirm,确认,xác nhận,,
common_update,更新,Cập nhật,,
common_cancel,取消,hủy bỏ,,
common_refresh,刷新,Làm mới,,
common_understand,我知道了,tôi đã hiểu,,
common_name,姓名,Họ tên,,
common_loan_name,借款人姓名,Tên người vay,,
common_next,下一步,Bước tiếp theo,,
common_phone,手机号码,Số điện thoại,,
common_submit,提交,Nộp,,
common_input_placeholder,请输入,vui lòng nhập,,
common_phone_input_placeholder,请输入手机号,nhập số điện thoại,,
common_captcha_input_placeholder,请输入验证码,Nhập mã xác thực,,
common_campaign_code_input_placeholder,请输入推广码,Vui lòng nhập mã khuyến mãi,,
common_campaign_code,我有推广码,Tôi có mã khuyến mãi,,
common_select_placeholder,请选择,vui lòng chọn,,
common_get_captcha,获取验证码,Nhận mã xác thực,,
common_captcha,验证码,Mã xác thực,,
common_personal_info,个人资料,Thông tin cá nhân,,
common_id_card,身份证,Số CMND,,
common_authentication,身份验证,Xác thực danh tính,,
common_authenticationZalo,Zalo认证,Zalo Xác nhận,,
common_authenticationZaloPending,认证中,Đang xác nhận,,
common_authenticationZaloGo,去认证,Đến xác nhận,,
common_authenticationZaloSuccess,已认证,Đã xác nhận,,
common_authenticationZaloFail,认证失败，请重新认证, Xác nhận thất bại， vui lòng xác nhận lại,,
common_address_proof,住址证明,Địa chỉ hiện tại,,
common_driver_license,机动车驾驶证,Giấy phép lái xe,,
common_student_card,学生证,Thẻ sinh viên,,
common_payroll,工资单,Phiếu lương,,
common_living_payment,生活缴费,Phí thanh toán sinh hoạt,,
common_account_statement,银行流水,Sao kê tài khoản,,
common_bank,银行,Ngân hàng,,
common_bank_name,银行名称,Tên ngân hàng ,,
common_receive_bank_card,收款银行账号,Tài khoản nhận khoản vay,,
common_bank_branch_name,开户支行,Chi nhánh mở tài khoản,,
common_repay_bank_card,还款银行账号,Tài khoản thanh toán khoản vay,,
common_bank_card_no,账号,Số tài khoản,,
common_apply_datetime,申请时间,Ngày vay,,
common_apply_amount,申请金额,Số tiền vay,,
common_repay_amount,还款金额,Số tiền thanh toán,,
common_already_repay_amount,已还金额,Số tiền đã thanh toán,,
common_remaing_repay_amount,未还金额,Số tiền chưa thanh toán,,
common_arrive_amount,到账金额,số tiền nhận,,
common_apply_fee,手续费,phí dịch vụ,,
common_principal,本金,Tiền gốc,,
common_interest,利息,Lãi suất,,
common_time_limit,借款期限,Thời hạn vay,,
common_contract,借款合同,Hợp đồng vay,,
common_repay_mode,还款方式,Phương thức trả,,
common_order_id,订单编号,Mã đơn,,
common_lender_name,出借人,Người cho vay,,
common_period_days,借款天数,Thời hạn vay,,
common_day_rate,日利率,Lãi suất hàng ngày,,
common_overdue_fine,逾期手续费,Phí dịch vụ quá hạn,,
common_defer_rate,逾期日利率,Lãi quá hạn,,
common_defer_interest,逾期利息,Lãi quá hạn,,
common_necessary,必填,Bắt buộc,,
common_optional,选填,Lựa chọn,,
common_authenticate,去验证,Đến bước xác thực,,
common_authenticated,已验证,Đã xác thực,,
common_upload,去上传,Tải lên,,
common_uploaded,已上传,Đã tải lên,,
common_upload_success,上传成功,Tải lên thành công,,
common_agree,同意,Đồng ý,,
common_check,查看,Kiểm tra,,
common_apply,立即申请,Nộp ngay,,
common_repay,立即还款,Trả ngay,,
common_repay_audit,还款审核中,Đang xét duyệt khoản thanh toán,,
common_repay_failed,还款失败,Thanh toán thất bại,,
common_request_contact_permission,请您授权通讯录权限,Cho phép quyền truy cập từ danh bạ,,
common_status_auditing,审核中,Đang xét duyệt,,
common_status_audit_success,审核成功,Xét duyệt thành công,,
"common_status_audit_failed
",审核失败,Xét duyệt thất bại,,
common_status_reupload,重新提交,Tải lại,,
common_status_repay,已还清,Đã trả hết,,
common_province,省,Tỉnh,,
common_new_version,新版本,Phiên bản mới,,
common_new_version_desc,发现一个新版本,Tìm thấy một phiên bản mới,,
common_ignore,忽略,Bỏ qua,,
common_ignore_new_version_confirm_desc,新版本有更好的用户体验，您确认忽略吗?,"Phiên bản mới sẽ giúp người dùng có trải nghiệm tốt hơn, bạn chắc chắn muốn bỏ qua?",,
common_privacy_policy,隐私协议,Thỏa thuận bảo mật,,
error_read_contact_reject,无法获取联系人,Không thể liên hệ,,
error_phone_number,手机号码必须为数字,Số điện thoại bắt buộc là dãy số,,
error_captcha,验证码必须为数字,Mã xác thực bắt buộc là dãy số,,
error_identity,身份证号码必须为数字,Số CMND bắt buộc là dãy số,,
error_campaign_code,推广码无效,Mã khuyến mãi không còn hiệu lực,,
error_authenticate,身份验证失败，请重新验证,"Xác thực danh tính thất bại, mời xác thực lại",,
error_authenticate_first,请先进行身份验证,Vui lòng xác thực trước,,
welcome_title,欢迎来到{{appName}},Chào mừng bạn đến với {{appName}},,
welcome_desc,如果您使用我们的APP，我们将会收集以下信息。您提供的信息越完整，申请成功率越高。,"Nếu bạn sử dụng APP của chúng tôi, chúng tôi sẽ thu thập các thông tin dưới đây. Thông tin bạn cung cấp càng đầy đủ, tỉ lệ thông qua sẽ càng cao",,
welcome_collection_title,请同意我们收集如下信息，我们将保证您的数据安全:,Vui lòng cho phép chúng tôi thu thập các thông tin sau. Chúng tôi đảm bảo bảo mật dữ liệu của bạn:,,
welcome_device_info,设备信息,Device Information,,
welcome_contacts,通讯录,Contacts,,
welcome_geo,地理位置,Geographic Position,,
welcome_accept_desc,点击同意，表示您同意我们的隐私协议,"Nhấp vào Đồng ý, nghĩa là bạn đồng ý với Thỏa Thỏa thuận bảo mật chúng tôi.",,
login_title,登录,Đăng nhập,,
role_title,选择角色,Chọn chức vụ,,
role_student,学生,Sinh viên,,
role_staff,社会人员,Nhân viên,,
role_select_confirm,确认选择角色,Xác nhận chọn chức vụ,,
home_slogan,借款不用等，当天就到账,"Vay không cần đợi, Nhận tiền trong ngày",,
home_check_progress_button,查看进度,Xem tiến trình,,
home_status_incomplete,待完善,Đợi hoàn tất,,
home_status_complete,已完善,Đã hoàn tất,,
home_need_reapply,您有证件需要重新上传，重新上传后，订单将重新审核,"Bạn có tài liệu cần tải lên lại. Sau khi tải lên, yêu cầu vay sẽ được xét duyệt lại.",,
home_reapply_success,重新上传证件成功,Tải lại thành công,,
home_finish_reapply,您的申请将重新审核，请耐心等待,"Đề nghị vay lại của bạn đang được xét duyệt, vui lòng đợi",,
apply_title,贷款申请,Yêu cầu vay,,
apply_time_limit_title,期限选择,Lựa chọn thời hạn,,
apply_time_limit_subtitle,贷款期限(天),Thời hạn vay(ngày),,
apply_loan_usage,贷款用途,Mục đích vay,,
apply_max_amount_desc,您最多可以申请,Hạn mức cao nhất bạn có thể vay,,
apply_max_amount_tips_title,{{appName}}提示您,{{appName}} nhắc nhở bạn,,
apply_max_amount_tips_desc,随着您借款次数的增加并按规定时间还款，您的借款额度将不断提高。,"Tùy vào số lần vay và mức độ uy tín khi thanh toán đúng hạn, hạn mức vay của bạn sẽ không ngừng tăng lên.",,
apply_arrive_amount_tip_title,到账金额说明,Mô tả số tiền nhận được,,
apply_arrive_amount_tip,一次性收取{{applyFeeRate}}%手续费，并在放款时扣除。,Nhận 1 lần {{applyFeeRate}}%phí dịch vụ，Và được khấu trừ vào thời điểm cho vay。,,
apply_repay_amount,到期应还款(元),Số tiền phải trả (đồng),,
apply_repay_amount_tip_title,到期应还款说明,Mô tả khoản vay đến hạn cần trả,,
apply_repay_amount_tip,以下计算结果仅为试算，实际还款金额以最终还款计划为准。,Kết quả dưới đây là tính thử ，số tiền thực tế cần trả dựa vào kế hoạch trả nợ cuối cùng,,
apply_normal_repay,正常还款,thanh toán thông thường,,
apply_defer_repay,逾期还款,thanh toán quá hạn,,
apply_normal_repay_formula,还款金额 = 借款金额 + 借款金额 * 贷款天数 * 日利率,số tiền trả = số tiền vay + số tiền vay * số ngày * lãi suất hàng ngày,,
apply_defer_repay_formula,还款金额 = 借款金额 + 借款金额 * 贷款天数 * 日利率 + 借款金额 * 逾期手续费 + 借款金额 * 逾期天数 * 逾期日利率,số tiền trả = số tiền vay + số tiền vay * số ngày * lãi suất hàng ngày + số tiền vay * phí dịch vụ quá hạn + số tiền vay * số ngày quá hạn * lãi quá hạn,,
apply_check_condition,查看申请条件,Kiểm tra điều kiện vay,,
apply_condition,申请条件,Điều kiện vay,,
apply_condition_item_1,• 越南人,• Người Việt Nam,,
apply_condition_item_2,• 22岁-50岁,• 22tuổi-50tuổi,,
apply_condition_item_3,• 有稳定收入和还债的能力,• Có công việc ổn định và có khả năng trả nợ,,
apply_button,立即借钱,Lập tức vay tiền,,
apply_coupon_title,您有一张优惠券可用,Bạn có 1 phiếu ưu đãi có thể sử dụng,,
base_info_title,基本信息,Thông tin cơ bản,,
base_info_personal_info,个人信息,Thông tin cá nhân,,
base_info_credit_auth,信用授权,Ủy quyền tín dụng,,
base_info_bind_card,绑卡领钱,Thẻ nhận tiền,,
base_info_tips,姓名和身份证号提交后不可修改,Họ tên và số CMND không thể sửa sau khi bấm nộp,,
base_info_name,真实姓名,Họ tên,,
base_info_name_input_placeholder,您的真实姓名,Họ tên của bạn,,
base_info_id_number,身份证号,Số CMND,,
base_info_id_number_input_placeholder,您的身份证号码,Số CMND của bạn,,
base_info_email,电子邮件,email,,
base_info_email_input_placeholder,您的电子邮件,Email của bạn,,
base_info_gender,性别,Giới tính,,
base_info_gender_male,男,Nam,,
base_info_gender_female,女,Nữ,,
base_info_gender_select_placeholder,请选择您的性别,Chọn giới tính,,
base_info_birthday,生日,Ngày sinh,,
base_info_birthday_select_placeholder,请选择您的生日,Chọn ngày sinh,,
base_info_ancestral_home,祖籍,Quê Quán,,
base_info_ancestral_address,祖籍详细地址,Địa chỉ quê quán cụ thể,,
base_info_ancestral_home_select_placeholder,请选择您的祖籍,Chọn quê quán,,
base_info_address,居住省市,Thành phố,,
base_info_address_select_placeholder,请选择您的居住省市,Chọn thành phố bạn ở,,
base_info_detail_address,详细住址,Địa chỉ cụ thể,,
base_info_detail_address_input_placeholder,您的详细居住地址,Chọn địa chỉ cụ thể,,
base_info_address_type,住址类型,Hình thức nhà ở,,
base_info_address_type_select_placeholder,请选择您的居住地址类型,Chọn hình thức nhà ở của bạn,,
base_info_address_type_own,自有,Sở hữu,,
base_info_address_type_rent,租赁,Thuê,,
base_info_marriage,婚姻状况,Tình trạng hôn nhân,,
base_info_marriage_select_placeholder,请选择您的婚姻状况,Chọn tình trạng hôn nhân,,
base_info_choose_marriage_state,选择婚姻状况,Chọn tình trạng hôn nhân,,
base_info_marriage_state_unmarried,未婚,Chưa kết hôn,,
base_info_marriage_state_married,已婚,Đã kết hôn,,
base_info_marriage_state_divorced,离异,Ly hôn,,
base_info_social_account,社交账号,Tài khoản xã hội,,
base_info_facebook,Facebook,Facebook,,
base_info_facebook_auth_placeholder,请授权您的Facebook账号,Cho phép quyền truy cập tài khoản Facebook,,
base_info_school_info,学校信息,Thông tin trường học,,
base_info_school_name,学校,Trường,,
base_info_school_name_input_placeholder,您在读学校的名称,Tên trường bạn đang học,,
base_info_school_start_date,入学时间,Thời gian nhập học,,
base_info_school_start_date_select_placeholder,请选择您的入学时间,Chọn thời gian nhập học,,
base_info_job_info,职业信息,Thông tin công việc,,
base_info_job_education,学历,Trình độ,,
base_info_job_education_select_placeholder,请选择您的学历,Chọn trình độ,,
base_info_job_profession,职业信息,Công việc,,
base_info_job_profession_input_placeholder,您的职业,Chọn công việc của bạn,,
base_info_job_company,公司名称,Tên công ty,,
base_info_job_company_input_placeholder,您所在的公司,Công ty của bạn,,
base_info_job_company_address,公司地址,Địa chỉ công ty,,
base_info_job_company_address_input_placeholder,您所在公司的地址,Địa chỉ công ty của bạn,,
base_info_job_income,收入范围,Thu nhập khoảng,,
base_info_job_working_age,工作年限,Số năm làm việc,,
base_info_job_working_age_select_placeholder,请选择您的工作年限,Chọn số năm làm việc,,
base_info_job_income_select_placeholder,请选择您的收入范围,Chọn phạm vi thu nhập,,
base_info_emergency_contact,亲属联系人,Liên hệ người thân,,
base_info_emergency_contact_name_input_placeholder,亲属联系人姓名,Họ tên người thân liên hệ,,
base_info_relationship,关系,Mối quan hệ,,
base_info_emergency_contact_relationship_select_placeholder,选择与亲属联系人的关系,Chọn mối quan hệ với người thân liên hệ khẩn cấp,,
base_info_emergency_contact_phone_input_placeholder,亲属联系人手机号,Số điện thoại người thân liên hệ,,
base_info_other_conatact_input_placeholder,其他联系人,Người tham chiếu khác,,
base_info_other_contact_name,联系人姓名, Họ tên người tham chiếu,,
base_info_other_contact_chose_placeholder,选择与联系人的关系,Chọn mối quan hệ với người tham chiếu,,
base_info_other_contact_phone_placeholder,联系人手机号,Số điện thoại người tham chiếu,,
credit_info_title,信用授权,Ủy quyền tín dụng,,
credit_info_tips_1,完成下列信息，立即提交申请,"Hoàn tất thông tin dưới đây, lập tức nộp yêu cầu vay",,
credit_info_tips_2,上传更多的资料，可以提高申请通过率,Tải lên nhiều thông tin hơn，có thể nâng cao khả năng xét duyệt,,
id_card_upload_title,上传身份证信息,Tải thông tin CMND,,
id_card_upload_front,上传身份证正面照片,Tải hình CMND mặt trước,,
id_card_upload_back,上传身份证背面照片,Tải hình CMND mặt sau,,
id_card_upload_hold,上传手持身份证照片,Tải hình cầm CMND,,
driver_license_title,上传驾驶证信息,Tải thông tin GPLX,,
driver_license_upload_front,上传驾驶证正面照片,Tải ảnh GPLX mặt trước,,
driver_license_upload_back,上传驾驶证背面照片,Tải ảnh GPLX mặt sau,,
student_card_upload_title,上传学生证信息,Tải thông tin thẻ sinh viên,,
student_card_upload_front,上传学生证正面照片,Tải hình thẻ sinh viên mặt trước,,
student_card_upload_back,上传学生证背面照片,Tải hình thẻ sinh viên mặt sau,,
student_card_upload_hold,上传手持学生证照片,Tải hình cầm thẻ sinh viên,,
payroll_title,上传工资单,Tải phiếu lương,,
payroll_upload,上传工资单照片,Tải hình chụp phiếu lương,,
address_proof_title,上传住址证明,Tải thông tin địa chỉ hiện tại,,
address_proof_upload,上传住址证明照片,Tải ảnh địa chỉ hiện tại,,
address_proof_tips,如果您的住房是租赁的，请上传租赁合同；如果您的住房是自有的，请上传产权证明,"Nếu bạn thuê nhà hoặc cho thuê，xin vui lòng tải hợp đồng; nếu nhà bạn đang ở là sở hữu, vui lòng chứng minh quyền sở hữu",,
living_payment_proof_title,上传生活缴费证明,Tải bằng chứng sinh hoạt phí,,
living_payment_proof_upload,上传生活缴费证明照片,Tải hình ảnh chứng minh sinh hoạt phí,,
living_payment_proof_tips,生活缴费证明指您的水费单、电费单或燃气费单等,"Bằng chứng sinh hoạt phí nghĩa là hóa đơn điện, nước, gas..",,
bank_card_title,绑卡领钱,Liên kết thẻ nhận tiền,,
bank_card_info_tips,只差最后一步了，绑定借记卡后贷款直接打入卡中,"chỉ còn bước cuối cùng, khoản vay sẽ chuyển trực tiếp vào thẻ sau khi bạn liên kết thẻ ghi nợ",,
bank_card_cardholder,持卡人,Tên tài khoản,,
bank_card_cardholder_tips,持卡人必须为您本人,Tên tài khoản phải là tên của bạn,,
confirm_apply_title,确认申请,Xác nhận yêu cầu,,
confirm_apply_header,确认借款信息,Xác nhận thông tin vay tiền,,
confirm_apply_protocol,{{appName}}数据解析协议,Cơ sở xác nhận phân tích dữ liệu {{appName}},,
confirm_apply_button,确认借款,Xác nhận khoản vay,,
coupon_select_title,选择优惠券,Dùng phiếu ưu đãi,,
coupon_unselect,不使用优惠券,Không sử dụng,,
progress_title,查看进度,Kiểm tra tiến trình,,
progress_loan_detail,借款明细,Chi tiết khoản vay,,
repay_status_title,还款,Trả nợ,,
repay_status_deadline,距离还款日,Hạn trả nợ,,
repay_status_repay_day,还款日,Ngày trả nợ,,
repay_status_defered,已逾期,Đã quá hạn,,
loan_extension_apply,申请延期还款,Yêu cầu gia hạn thanh toán,,
loan_extension_button,确认申请延期款款,Xác nhận gia hạn thanh toán,,
loan_extension_desc,您只须向出借人的银行账号转一小笔延期费用即可申请延期还款，延期费用包括到今天为止已产生的借款利息和延期手续费。,Bạn có thể xin gia hạn thanh toán bằng cách chuyển một khoản phí gia hạn vào tài khoản ngân hàng của người cho vay. Phí gia hạn bao gồm lãi suất khoản vay phát sinh đến ngày hôm nay và phí dịch vụ gia hạn.,,
loan_extension_apply_audit,延期还款申请中,Đang yêu cầu gia hạn thanh toán,,
loan_extension_total_amt,延期费用,Phí gia hạn,,
loan_extension_interest,已产生利息,Lãi suất đã phát sinh,,
loan_extension_fee,延期手续费,Phí dịch vụ gia hạn,,
loan_extension_mark,延期转账标识,Nội dung chuyển khoản gia hạn,,
loan_extension_mark_tips,在您转账时，须要在转账备注里填写延期转账标识，我们将根据延期转账标识来确认您的延期还款申请。,"Khi chuyển khoản, bạn bắt buộc phải điền nội dung chuyển khoản gia hạn này vào trong ghi chú chuyển khoản, chúng tôi sẽ dựa vào nội dung chuyển khoản gia hạn để xác nhận yêu cầu gia hạn thanh toán của bạn",,
repay_title,还款,thanh toán,,
repay_lender_bank_card_tips,这里显示的账号，银行和开户支行均为出借人的银行账号信息，您需要还款到出借人银行账号。,"Số tài khoản, ngân hàng và chi nhánh được hiển thị ở đây là thông tin tài khoản của người cho vay, bạn cần thanh toán vào tài khoản người cho vay",,
repay_mark,还款标识,Nội dung chuyển khoản ,,
repay_mark_tips,在您转账还款时，需要填写还款标识在转账备注里，我们将根据还款标识来确认您的还款。,"Khi thanh toán, bạn vui lòng sao chép nội dung (các ký tự trên) điền vào nội dung chuyển khoản. Chúng tôi sẽ dựa vào đây để xác nhận khoản thanh toán của bạn.",,
transfer_proof,转账凭证,Chứng từ chuyển khoản,,
transfer_proof_tips,在您完成转账后，请上传您的转账凭证，可以是纸质票据照片或者电子凭证图片。我们会尽快确认您的转账，请您耐心等待。若您在转账过程中遇到问题，请利用个人中心的客户服务与我们取得联系，我们将在第一时间给予您解答。,"Sau khi thanh toán, vui lòng tải chứng từ chuyển khoản, có thể là chứng từ giấy hoặc điện tử. Chúng tôi sẽ nhanh chóng xác nhận khoản thanh toán của bạn. Vui lòng liên hệ với bộ phận CSKH qua số điện thoại ở trang cá nhân để được hỗ trợ và giải đáp thắc mắc.",,
transfer_proof_reupload,请重新上传转账凭证,Vui lòng tải lại chứng từ chuyển khoản,,
repay_button,确认还款,Xác nhận thanh toán,,
transfer_proof_upload,上传转账凭证照片,Tải ảnh chứng từ chuyển khoản,,
transfer_proof_upload_success,转账凭证上传成功，请等待审核,"Chứng từ thanh toán đã được tải lên thành công, vui lòng chờ xét duyệt khoản thanh toán",,
repay_result_title,还款结果,Kết quả trả nợ,,
repay_result_success,恭喜您借款已还清,Chúc mừng khoản vay của bạn đã trả hết,,
repay_result_success_tip_1,您的借款金额已全部还清,Số tiền vay của bạn đã được trả hết,,
repay_result_success_tip_2,您可以再次申请借款哦,Bạn có thể tiếp tục vay,,
repay_result_check_detail,查看详情,Xem chi tiết,,
repay_result_button,再次申请,Tiếp tục vay,,
mine_title,个人中心,Trang cá nhân,,
mine_loan_records,借款记录,Lịch sử vay,,
mine_coupon,优惠券,Phiếu ưu đãi,,
mine_bank_card,我的银行账号,Số tài khoản của tôi,,
mine_about_us,关于我们,Giới thiệu về chúng tôi,,
mine_faq,常见问题,Vấn đề thường gặp,,
mine_customer_service,在线客服,Chăm sóc khách hàng,,
mine_feedback,意见反馈,Ý kiến phản hồi,,
mine_logout,退出登录,Đăng xuất,,
mine_confirm_logout,确认退出登录,Xác nhận đăng xuất,,
loan_records_title,借款记录,Lịch sử vay,,
loan_records_empty,您暂无借款记录,Bạn tạm thời không có lịch sử vay,,
loan_record_detail_title,借款详情,Chi tiết vay,,
loan_record_detail_contract_id,合同编号,Mã hợp đồng,,
coupon_status_unused,未使用,Chưa sử dụng,,
coupon_status_used,已使用,Đã sử dụng,,
coupon_status_overdue,已失效,Đã hết hạn,,
coupon_empty,暂无优惠券,Tạm thời không có phiếu ưu đãi,,
my_bank_cards_empty,您暂未绑定银行账号,Bạn tạm thời chưa liên kết tài khoản ngân hàng của mình,,
faq_apply,申请常见问题,Đăng ký câu hỏi thường gặp,,
faq_audit,审核常见问题,Xem lại các câu hỏi thường gặp,,
faq_lending_repay,放款和还款常见问题,Câu hỏi thường gặp khi cho vay và trả nợ vay,,
feedback_input_placeholder,请输入您的意见,Vui lòng nhập ý kiến của bạn,,
feedback_confirm,确认反馈意见,Xác nhận ý kiến phản hồi,,
feedback_success,反馈成功,Phản hồi thành công,,
feedback_gratitude,十分感谢您的反馈,Cảm ơn ý kiến phản hồi của bạn,,
customer_service_phone,官方电话,Số điện thoại CSKH,,
customer_service_zalo,官方ZALO,Zalo CSKH,,
customer_service_facebook,官方FACEBOOK,Facebook CSKH,,
customer_service_phone_desc,您可以直接点击下面的电话号码，APP将会跳转到您的拨号界面,Bạn có thể trực tiếp nhấp vào số điện thoại，APP sẽ chuyển đến giao diện quay số của bạn,,
customer_service_zalo_desc,您可以点击下面的ZALO号进行复制，然后在ZALO添加后，与我们取得联系,"Bạn có thể  nhấp vào số ZALO dưới đây, và liên hệ với chúng tôi sau khi add ZALO",,
customer_service_zalo_copy_success,已复制ZALO账号到剪贴板,Tài khoản zalo sao chép thành công,,
update_bank_card_title,更新银行信息,cập nhật thông tin ngân hàng,,
update_bank_card_confirm,确认更新银行信息,Xác nhận cập nhật thông tin ngân hàng,,
update_bank_card_tips,点击卡片修改信息,Nhấp vào thẻ để chỉnh sửa thông tin,,
service_error_code,错误码,Mã lỗi,,
service_error_5,请求频繁，请稍后再试,"Yêu cầu thường xuyên, vui lòng thử lại sau",,
service_error_500,未知错误,Lỗi không xác định,,
service_error_10000,登录验证码无效,Đăng nhập mã xác thực không hợp lệ,,
service_error_10003,账号不存在,Tài khoản không tồn tại,,
service_error_10004,请求参数有误,Tham số yêu cầu không chính xác,,
service_error_10005,获取认证信息失败,Không thể tải thông tin xác thực,,
service_error_10006,更新用户失败,Cập nhật người dùng không thành công,,
service_error_10007,获取用户信息失败,Không thể tải thông tin người dùng,,
service_error_10008,获取身份证信息失败,Không thể lấy thông tin CMND,,
service_error_10009,绑定银行卡验证码无效,Mã xác thực liên kết thẻ ngân hàng vô hiệu,,
service_error_10011, 获取银行卡失败,Nhận thẻ ngân hàng thất bại,,
service_error_10012,银行账号绑定失败,Liên kết tài khoản ngân hàng không thành công,,
service_error_10013,请重新获取验证码,Vui lòng lấy lại mã xác thực,,
service_error_10014,身份证号码有误,Số CMND không đúng,,
service_error_10019,优惠券不存在,Phiếu ưu đãi không tồn tại,,
service_error_10020,优惠券不可使用,Phiếu ưu đãi không khả dụng,,
service_error_10025,邮箱已存在,Email đã tồn tại,,
service_error_10026,身份证已存在,số CMND đã tồn tại,,
service_error_10028,银行账号不正确,Số tài khoản không chính xác,,
service_error_10030,正面身份证识别有误，请重新上传,"Xác thực mặt trước CMND bị lỗi, vui lòng tải lại",,
service_error_10031,反面身份证识别有误，请重新上传,"Xác thực mặt sau CMND bị lỗi, vui lòng tải lại",,
service_error_10032,活体识别分数未达标,"Xác thực danh tính bị lỗi, vui lòng thử lại",,
service_error_10033,重复请求，请十分钟后再试,"Yêu cầu lại, vui lòng thử lại sau 10 phút",,
service_error_20000,上传失败,Tải lên không thành công,,
service_error_40000,查询贷款状态失败,Truy vấn trạng thái khoản vay không thành công,,
service_error_40003,服务器异常,Lỗi máy chủ,,
service_error_40004,订单已逾期,Đơn quá hạn,,
service_error_40005,已存在进行中的订单,Đã tồn tại trong đơn đang xét duyệt,,
service_error_40006,余额不足,Số dư không đủ,,
service_error_40007,记录不存在,Ghi chú không tồn tại,,
common_use_message,使用短信登录,Đăng nhập bằng tin nhắn,,
common_use_facebook,使用facebook登录,Đăng nhập bằng facebook,,
new_h5_title,快速程序，高安全性，明确利率,"Thủ tục nhanh gọn, Bảo mật cao, Lãi suất rõ ràng",,
common_apply_success,恭喜你，申请成功，请耐心等待审核,"Xin chúc mừng bạn đã đăng kí thành công, vui lòng đợi xét duyệt",,
back_home,返回主页,Quay về trang chủ,,
go_facebook,前往关注官方Facebook,Truy cập Facebook chính thức,,
download,下载官方APP，借更多钱,"Tải xuống ứng dụng chính thức, Vay được nhiều tiền hơn",,
app_adress,收藏网页App地址,Lưu làm trang web ứng dụng yêu thích,,
copy,复制,Sao chép,,
copy_text,点击【复制】按钮，复制网页App地址,Nhấp vào nút sao chép để sao chép địa chỉ trang web ứng dụng,,
copy_text_second,使用谷歌或其他浏览器【粘贴】址址打开,Mở bằng Google hoặc các trình duyệt khác và dán,,
copy_text_last,添加到【主屏幕】或【书签】或【文件夹】等,"Thêm vào [Màn hình chính] hoặc [Bookmark] hoặc [Thư mục]v.v.",,
copy_success,链接复制成功,Sao chép liên kết thành công,,
aplly_loan_success,申请成功,Đăng ký thành công,,
address_message,地址信息,Thông tin địa chỉ,,
contact_message,联系人信息,Thông tin người liên hệ,,
name,请输入姓名,Vui lòng nhập họ tên,,
vi_local,越南本地人,Người Việt Nam,,
years,22-50岁,22- 50 tuổi,,
work_stabilize,有稳定的工作,Có công việc ổn định,,
id_card,有效的身份证,CMND còn hiệu lực,
id,身份,CMND,,
age,年龄,Tuổi,,
work,工作,Công việc,,
perpetual_download,一次收藏，永久下载！,"Lưu về một lần, miễn phí tải mãi mãi!",,
jmje,减免金额,Giảm phí,,
phone_input,请输入正确的手机号,Vui lòng nhập chính xác số điện thoại,,
google_pay_price,预计需还金额,Dự tính số tiền cần trả,,
loan_day,借款天数,Thời hạn vay,,
loan_price,还款金额,Số tiền thanh toán,,
cankao_fee,参考费率,Tham khảo lãi phí,,
notic_text,注意：以上需还金额仅供参考，我们将根据您的实际借款需求提供服务,"Chú ý: Số tiền cần trả ở trên chỉ mang tính tham khảo, chúng tôi sẽ căn cứ vào yêu cầu vay thực tế của bạn để cung cấp dịch vụ.",,
common_bank_account,银行帐号,STK Ngân hàng,,
common_bank_account_desc,有效的银行账号,Số tài khoản ngân hàng còn hiệu lực,,
notice_text1,*明确费率，无额外费用,"*Phí lãi minh bạch, Không phát sinh chi phí khác",,
common_personal_msg,个人联系信息,Thông tin liên hệ cá nhân,,
common_zalo_msg,选填，请输入本人Zalo,"Tùy chọn, nhập Zalo cá nhân",,
common_facebook_msg,选填，请输入本人Facebook,"Tùy chọn, nhập Facebook cá nhân",,
app_name_hint_str,应用名,Tên APP,,
pass_loan_rate,通过率,Tỷ lệ thông qua,,
recommend_hint_str,推荐指数,Được đề xuất,,
no_tidan,处于冻结状态，暂不可提单,"Hiện đang trong trạng thái đóng , tạm thời không thể gửi đơn vay.",,
upload_img,暂不支持此浏览器,Trình duyệt này tạm thời không được hỗ trợ,,
is_download,是否完成应用包安装和认证,Có hoàn thành cài đặt ứng dụng và xác nhận chưa,,
advance_success,认证成功将提高借款成功率！,Xác nhận thành công sẽ tăng tỷ lệ vay thành công!,,
go_credit,前往认证,Đến bước trước xác nhận,,
done_credit,已完成认证,Đã hoàn tất xác nhận,,
done_credit_none,未完成认证，请先在已下载应用中进行认证,"Chưa hoàn tất xác thực, Vui lòng tiến hành xác thực trong quá trình tải app",,
download_now,立即下载,Tải app về ngay,,
download_copy,复制下载链接, Copy liên kết tải,,
none_id,您还未完成身份认证，请先完成身份认证后再申请借款,"Bạn chưa hoàn tất xác minh danh tính, vui lòng hoàn tất xác minh, sau đó đăng kí vay lại",,
credit_success,恭喜你认证成功,Chúc mừng bạn xác minh thành công,,
complete_msg,完善信息借款,Điền đầy đủ thông tin vay,,
immediately_credit,立即认证,Lập tức xác minh,,
verify_message,请核对证件信息，确认无误,"Vui lòng đối chiếu thông tin, đảm bảo chính xác",,